event_id,institution_id,venue_id,event_name,event_type,date,day_of_week,start_time,duration_min,capacity,price_rub,target_age_min,target_age_max,data_source
EV_0212,INST_017,INST_017_V3,Концерт молодых исполнителей,Концерт,2026-11-24,Tuesday,19:00,90,220,300,16,60,synthetic
EV_0213,INST_017,INST_017_V2,Открытая лекция,Лекция,2026-12-07,Monday,17:00,60,120,0,16,65,synthetic
EV_0214,INST_017,INST_017_V1,Практическая мастерская,Мастер-класс,2026-12-20,Sunday,11:00,90,60,0,10,55,synthetic
EV_0215,INST_018,INST_018_V1,Диалог с искусством,Выставка,2026-01-10,Saturday,18:00,180,60,0,14,70,synthetic
EV_0216,INST_018,INST_018_V1,Диалог с искусством,Выставка,2026-02-22,Sunday,18:00,180,60,0,14,70,synthetic
EV_0217,INST_018,INST_018_V1,Галерея современного искусства,Выставка,2026-04-06,Monday,12:00,180,60,150,14,70,synthetic
EV_0218,INST_018,INST_018_V2,Открытый разговор,Творческая встреча,2026-05-19,Tuesday,18:00,60,120,100,16,65,synthetic
EV_0219,INST_018,INST_018_V1,Диалог с искусством,Выставка,2026-07-01,Wednesday,12:00,120,60,0,14,70,synthetic
EV_0220,INST_018,INST_018_V2,Лекция об искусстве,Лекция,2026-08-13,Thursday,15:00,90,120,0,16,65,synthetic
EV_0221,INST_018,INST_018_V1,Творческий мастер-класс,Мастер-класс,2026-09-25,Friday,11:00,120,60,400,10,55,synthetic
EV_0222,INST_018,INST_018_V1,Творческий мастер-класс,Мастер-класс,2026-11-07,Saturday,15:00,90,60,200,10,55,synthetic
EV_0223,INST_018,INST_018_V1,Галерея современного искусства,Выставка,2026-12-20,Sunday,18:00,120,60,0,14,70,synthetic
EV_0224,INST_019,INST_019_V2,Образовательная встреча,Лекция,2026-01-10,Saturday,15:00,90,120,200,16,65,synthetic
EV_0225,INST_019,INST_019_V1,Галерея современного искусства,Выставка,2026-12-20,Sunday,16:00,180,60,300,14,70,synthetic
