visitor_id,age,age_group,favorite_event_type,visit_count_2026,feedback_count_2026,avg_rating,engagement_score,data_source
VIS_01071,39,adult,Лекция,4,0,0.0,28.0,synthetic
VIS_01072,25,young,Лекция,2,0,0.0,14.0,synthetic
VIS_01073,34,adult,Лекция,4,0,0.0,28.0,synthetic
VIS_01074,65,senior,Лекция,1,1,5.0,37.0,synthetic
VIS_01075,52,mature,Лекция,16,3,4.33,100.0,synthetic
VIS_01076,42,adult,Лекция,5,2,4.5,67.5,synthetic
VIS_01077,56,mature,Выставка,2,0,0.0,14.0,synthetic
VIS_01078,42,adult,Концерт,2,0,0.0,14.0,synthetic
VIS_01079,58,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01080,27,young,Концерт,3,0,0.0,21.0,synthetic
VIS_01081,39,adult,Творческая встреча,6,1,5.0,72.0,synthetic
VIS_01082,58,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01083,29,young,Лекция,5,2,3.0,60.0,synthetic
VIS_01084,19,young,Лекция,5,0,0.0,35.0,synthetic
VIS_01085,65,senior,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01086,55,mature,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01087,50,mature,Лекция,13,2,3.5,100.0,synthetic
VIS_01088,45,mature,Творческая встреча,3,0,0.0,21.0,synthetic
VIS_01089,16,school,Концерт,1,0,0.0,7.0,synthetic
VIS_01090,35,adult,Концерт,4,0,0.0,28.0,synthetic
VIS_01091,44,adult,Лекция,2,1,5.0,44.0,synthetic
VIS_01092,47,mature,Творческая встреча,1,1,5.0,37.0,synthetic
VIS_01093,41,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_01094,46,mature,Лекция,8,1,3.0,76.0,synthetic
VIS_01095,32,adult,Лекция,5,1,3.0,55.0,synthetic
VIS_01096,50,mature,Лекция,2,0,0.0,14.0,synthetic
VIS_01097,46,mature,Лекция,6,2,4.5,74.5,synthetic
VIS_01098,52,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01099,43,adult,Творческая встреча,5,0,0.0,35.0,synthetic
VIS_01100,29,young,Творческая встреча,5,1,3.0,55.0,synthetic
VIS_01101,46,mature,Лекция,2,0,0.0,14.0,synthetic
VIS_01102,17,school,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01103,48,mature,Лекция,4,3,4.0,63.0,synthetic
VIS_01104,51,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01105,31,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01106,46,mature,Концерт,1,1,3.0,27.0,synthetic
VIS_01107,52,mature,Творческая встреча,3,1,5.0,51.0,synthetic
VIS_01108,47,mature,Выставка,2,0,0.0,14.0,synthetic
VIS_01109,59,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01110,14,school,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01111,45,mature,Творческая встреча,3,3,3.67,54.4,synthetic
VIS_01112,15,school,Лекция,2,1,1.0,24.0,synthetic
VIS_01113,31,adult,Лекция,4,2,5.0,63.0,synthetic
VIS_01114,44,adult,Лекция,7,1,5.0,79.0,synthetic
VIS_01115,43,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_01116,35,adult,Выставка,3,1,5.0,51.0,synthetic
VIS_01117,41,adult,Лекция,5,1,5.0,65.0,synthetic
VIS_01118,46,mature,Лекция,8,2,3.5,83.5,synthetic
VIS_01119,69,senior,Выставка,1,0,0.0,7.0,synthetic
VIS_01120,30,adult,Лекция,6,2,4.5,74.5,synthetic
VIS_01121,51,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_01122,27,young,Творческая встреча,2,1,5.0,44.0,synthetic
VIS_01123,60,senior,Выставка,1,0,0.0,7.0,synthetic
VIS_01124,41,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_01125,61,senior,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01126,44,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_01127,37,adult,Выставка,3,1,4.0,46.0,synthetic
VIS_01128,57,mature,Творческая встреча,3,1,5.0,51.0,synthetic
VIS_01129,37,adult,Лекция,1,1,5.0,37.0,synthetic
VIS_01130,26,young,Лекция,8,1,3.0,76.0,synthetic
VIS_01131,44,adult,Выставка,10,2,4.0,100.0,synthetic
VIS_01132,28,young,Выставка,6,2,3.5,69.5,synthetic
VIS_01133,26,young,Творческая встреча,1,1,5.0,37.0,synthetic
VIS_01134,28,young,Лекция,9,1,5.0,93.0,synthetic
VIS_01135,27,young,Выставка,5,0,0.0,35.0,synthetic
VIS_01136,42,adult,Выставка,2,1,1.0,24.0,synthetic
VIS_01137,37,adult,Мастер-класс,2,0,0.0,14.0,synthetic
VIS_01138,44,adult,Лекция,6,1,1.0,52.0,synthetic
VIS_01139,51,mature,Лекция,8,1,5.0,86.0,synthetic
VIS_01140,27,young,Выставка,4,1,5.0,58.0,synthetic
VIS_01141,36,adult,Выставка,2,0,0.0,14.0,synthetic
VIS_01142,43,adult,Лекция,4,0,0.0,28.0,synthetic
VIS_01143,16,school,Лекция,1,0,0.0,7.0,synthetic
VIS_01144,31,adult,Лекция,4,1,4.0,53.0,synthetic
VIS_01145,37,adult,Выставка,5,1,3.0,55.0,synthetic
VIS_01146,52,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_01147,50,mature,Выставка,3,2,4.5,53.5,synthetic
VIS_01148,36,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01149,34,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01150,32,adult,Выставка,3,0,0.0,21.0,synthetic
VIS_01151,60,senior,Лекция,1,0,0.0,7.0,synthetic
VIS_01152,17,school,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01153,22,young,Концерт,5,2,2.5,57.5,synthetic
VIS_01154,39,adult,Лекция,5,0,0.0,35.0,synthetic
VIS_01155,31,adult,Лекция,7,0,0.0,49.0,synthetic
VIS_01156,26,young,Творческая встреча,2,0,0.0,14.0,synthetic
VIS_01157,39,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01158,38,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_01159,50,mature,Мастер-класс,3,0,0.0,21.0,synthetic
VIS_01160,26,young,Концерт,2,0,0.0,14.0,synthetic
VIS_01161,24,young,Выставка,1,0,0.0,7.0,synthetic
VIS_01162,12,school,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01163,35,adult,Лекция,4,1,2.0,43.0,synthetic
VIS_01164,41,adult,Выставка,1,0,0.0,7.0,synthetic
VIS_01165,49,mature,Мастер-класс,3,0,0.0,21.0,synthetic
VIS_01166,47,mature,Лекция,5,1,4.0,60.0,synthetic
VIS_01167,24,young,Мастер-класс,4,0,0.0,28.0,synthetic
VIS_01168,39,adult,Выставка,2,0,0.0,14.0,synthetic
VIS_01169,58,mature,Лекция,1,1,5.0,37.0,synthetic
VIS_01170,31,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_01171,34,adult,Выставка,4,0,0.0,28.0,synthetic
VIS_01172,51,mature,Лекция,10,2,4.0,100.0,synthetic
VIS_01173,23,young,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01174,15,school,Выставка,1,1,5.0,37.0,synthetic
VIS_01175,33,adult,Мастер-класс,2,1,5.0,44.0,synthetic
VIS_01176,43,adult,Выставка,5,0,0.0,35.0,synthetic
VIS_01177,30,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01178,26,young,Выставка,3,1,5.0,51.0,synthetic
VIS_01179,59,mature,Лекция,1,1,5.0,37.0,synthetic
VIS_01180,52,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01181,65,senior,Выставка,1,0,0.0,7.0,synthetic
VIS_01182,57,mature,Выставка,1,1,3.0,27.0,synthetic
VIS_01183,60,senior,Лекция,1,1,5.0,37.0,synthetic
VIS_01184,44,adult,Творческая встреча,4,1,5.0,58.0,synthetic
VIS_01185,26,young,Лекция,6,0,0.0,42.0,synthetic
VIS_01186,17,school,Лекция,1,0,0.0,7.0,synthetic
VIS_01187,59,mature,Творческая встреча,3,1,5.0,51.0,synthetic
VIS_01188,32,adult,Концерт,4,0,0.0,28.0,synthetic
VIS_01189,58,mature,Выставка,1,0,0.0,7.0,synthetic
VIS_01190,60,senior,Лекция,1,0,0.0,7.0,synthetic
VIS_01191,42,adult,Творческая встреча,3,1,4.0,46.0,synthetic
VIS_01192,51,mature,Лекция,1,1,3.0,27.0,synthetic
VIS_01193,37,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01194,35,adult,Лекция,5,0,0.0,35.0,synthetic
VIS_01195,36,adult,Выставка,1,0,0.0,7.0,synthetic
VIS_01196,45,mature,Лекция,10,1,5.0,100.0,synthetic
VIS_01197,22,young,Мастер-класс,4,1,3.0,48.0,synthetic
VIS_01198,34,adult,Выставка,5,2,3.0,60.0,synthetic
VIS_01199,39,adult,Лекция,8,1,5.0,86.0,synthetic
VIS_01200,32,adult,Лекция,3,1,3.0,41.0,synthetic
VIS_01201,50,mature,Выставка,2,0,0.0,14.0,synthetic
VIS_01202,54,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01203,37,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01204,38,adult,Мастер-класс,2,0,0.0,14.0,synthetic
VIS_01205,23,young,Лекция,1,0,0.0,7.0,synthetic
VIS_01206,36,adult,Лекция,3,0,0.0,21.0,synthetic
VIS_01207,50,mature,Лекция,7,2,3.5,76.5,synthetic
VIS_01208,33,adult,Творческая встреча,7,2,5.0,84.0,synthetic
VIS_01209,11,school,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01210,53,mature,Выставка,4,1,2.0,43.0,synthetic
VIS_01211,33,adult,Творческая встреча,5,0,0.0,35.0,synthetic
VIS_01212,20,young,Мастер-класс,1,1,5.0,37.0,synthetic
VIS_01213,27,young,Творческая встреча,7,0,0.0,49.0,synthetic
VIS_01214,44,adult,Лекция,3,0,0.0,21.0,synthetic
VIS_01215,38,adult,Лекция,1,1,5.0,37.0,synthetic
VIS_01216,50,mature,Выставка,1,0,0.0,7.0,synthetic
VIS_01217,38,adult,Лекция,5,2,4.0,65.0,synthetic
VIS_01218,39,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01219,34,adult,Выставка,2,1,3.0,34.0,synthetic
VIS_01220,46,mature,Лекция,5,0,0.0,35.0,synthetic
VIS_01221,55,mature,Концерт,1,0,0.0,7.0,synthetic
VIS_01222,30,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01223,37,adult,Лекция,6,2,2.5,64.5,synthetic
VIS_01224,39,adult,Творческая встреча,4,2,3.5,55.5,synthetic
VIS_01225,33,adult,Лекция,4,0,0.0,28.0,synthetic
VIS_01226,40,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01227,19,young,Лекция,1,0,0.0,7.0,synthetic
VIS_01228,38,adult,Концерт,1,0,0.0,7.0,synthetic
VIS_01229,29,young,Выставка,5,2,5.0,70.0,synthetic
VIS_01230,33,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01231,26,young,Мастер-класс,3,1,2.0,36.0,synthetic
VIS_01232,38,adult,Концерт,1,1,1.0,17.0,synthetic
VIS_01233,43,adult,Лекция,5,0,0.0,35.0,synthetic
VIS_01234,39,adult,Выставка,2,0,0.0,14.0,synthetic
VIS_01235,25,young,Концерт,3,0,0.0,21.0,synthetic
VIS_01236,45,mature,Концерт,4,1,5.0,58.0,synthetic
VIS_01237,36,adult,Выставка,5,2,4.0,65.0,synthetic
VIS_01238,38,adult,Творческая встреча,9,0,0.0,63.0,synthetic
VIS_01239,23,young,Лекция,1,0,0.0,7.0,synthetic
VIS_01240,41,adult,Выставка,6,2,5.0,77.0,synthetic
VIS_01241,39,adult,Мастер-класс,4,0,0.0,28.0,synthetic
VIS_01242,45,mature,Лекция,11,6,3.83,100.0,synthetic
VIS_01243,15,school,Выставка,1,0,0.0,7.0,synthetic
VIS_01244,45,mature,Концерт,1,0,0.0,7.0,synthetic
VIS_01245,27,young,Лекция,2,1,4.0,39.0,synthetic
VIS_01246,44,adult,Творческая встреча,6,0,0.0,42.0,synthetic
VIS_01247,30,adult,Лекция,5,3,4.33,71.6,synthetic
VIS_01248,39,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01249,19,young,Лекция,4,1,5.0,58.0,synthetic
VIS_01250,42,adult,Выставка,11,2,3.5,100.0,synthetic
VIS_01251,45,mature,Выставка,5,0,0.0,35.0,synthetic
VIS_01252,50,mature,Выставка,3,0,0.0,21.0,synthetic
VIS_01253,53,mature,Лекция,2,1,3.0,34.0,synthetic
VIS_01254,26,young,Лекция,1,1,4.0,32.0,synthetic
VIS_01255,31,adult,Мастер-класс,5,0,0.0,35.0,synthetic
VIS_01256,41,adult,Лекция,5,0,0.0,35.0,synthetic
VIS_01257,43,adult,Творческая встреча,2,0,0.0,14.0,synthetic
VIS_01258,38,adult,Лекция,8,0,0.0,56.0,synthetic
VIS_01259,46,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_01260,45,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_01261,43,adult,Концерт,2,2,4.5,46.5,synthetic
VIS_01262,45,mature,Выставка,6,1,5.0,72.0,synthetic
VIS_01263,31,adult,Концерт,3,1,5.0,51.0,synthetic
VIS_01264,48,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01265,33,adult,Творческая встреча,3,0,0.0,21.0,synthetic
VIS_01266,34,adult,Концерт,2,0,0.0,14.0,synthetic
VIS_01267,39,adult,Лекция,7,0,0.0,49.0,synthetic
VIS_01268,33,adult,Лекция,6,1,4.0,67.0,synthetic
VIS_01269,45,mature,Лекция,11,1,3.0,97.0,synthetic
VIS_01270,33,adult,Мастер-класс,14,3,4.67,100.0,synthetic
VIS_01271,48,mature,Концерт,2,2,5.0,49.0,synthetic
VIS_01272,56,mature,Концерт,3,0,0.0,21.0,synthetic
VIS_01273,54,mature,Лекция,5,1,5.0,65.0,synthetic
VIS_01274,32,adult,Выставка,3,1,5.0,51.0,synthetic
VIS_01275,26,young,Лекция,2,0,0.0,14.0,synthetic
VIS_01276,33,adult,Выставка,6,2,3.5,69.5,synthetic
VIS_01277,20,young,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01278,48,mature,Мастер-класс,3,0,0.0,21.0,synthetic
VIS_01279,52,mature,Лекция,1,1,3.0,27.0,synthetic
VIS_01280,48,mature,Творческая встреча,10,4,5.0,100.0,synthetic
VIS_01281,57,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_01282,34,adult,Лекция,3,1,4.0,46.0,synthetic
VIS_01283,34,adult,Мастер-класс,5,2,5.0,70.0,synthetic
VIS_01284,41,adult,Выставка,3,0,0.0,21.0,synthetic
VIS_01285,29,young,Творческая встреча,4,0,0.0,28.0,synthetic
VIS_01286,25,young,Мастер-класс,4,2,4.5,60.5,synthetic
VIS_01287,51,mature,Выставка,3,0,0.0,21.0,synthetic
VIS_01288,27,young,Лекция,1,0,0.0,7.0,synthetic
VIS_01289,47,mature,Выставка,1,0,0.0,7.0,synthetic
VIS_01290,48,mature,Концерт,1,0,0.0,7.0,synthetic
VIS_01291,30,adult,Концерт,6,0,0.0,42.0,synthetic
VIS_01292,43,adult,Мастер-класс,7,1,3.0,69.0,synthetic
VIS_01293,52,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_01294,21,young,Творческая встреча,3,0,0.0,21.0,synthetic
VIS_01295,40,adult,Творческая встреча,7,2,4.0,79.0,synthetic
VIS_01296,26,young,Лекция,3,1,5.0,51.0,synthetic
VIS_01297,44,adult,Концерт,2,2,5.0,49.0,synthetic
VIS_01298,52,mature,Творческая встреча,3,0,0.0,21.0,synthetic
VIS_01299,22,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01300,27,young,Выставка,5,1,4.0,60.0,synthetic
VIS_01301,61,senior,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01302,40,adult,Лекция,5,0,0.0,35.0,synthetic
VIS_01303,53,mature,Творческая встреча,3,1,5.0,51.0,synthetic
VIS_01304,30,adult,Творческая встреча,3,0,0.0,21.0,synthetic
VIS_01305,44,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_01306,39,adult,Творческая встреча,4,2,3.0,53.0,synthetic
VIS_01307,44,adult,Концерт,2,0,0.0,14.0,synthetic
VIS_01308,30,adult,Лекция,14,4,4.0,100.0,synthetic
VIS_01309,43,adult,Выставка,6,2,4.5,74.5,synthetic
VIS_01310,34,adult,Лекция,5,0,0.0,35.0,synthetic
VIS_01311,45,mature,Творческая встреча,3,0,0.0,21.0,synthetic
VIS_01312,46,mature,Концерт,2,0,0.0,14.0,synthetic
VIS_01313,19,young,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01314,34,adult,Концерт,3,0,0.0,21.0,synthetic
VIS_01315,38,adult,Мастер-класс,1,1,3.0,27.0,synthetic
VIS_01316,30,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01317,53,mature,Творческая встреча,5,0,0.0,35.0,synthetic
VIS_01318,47,mature,Творческая встреча,4,0,0.0,28.0,synthetic
VIS_01319,37,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_01320,51,mature,Выставка,1,0,0.0,7.0,synthetic
VIS_01321,29,young,Концерт,6,2,3.0,67.0,synthetic
VIS_01322,28,young,Творческая встреча,5,0,0.0,35.0,synthetic
VIS_01323,51,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01324,34,adult,Лекция,7,2,4.0,79.0,synthetic
VIS_01325,32,adult,Лекция,4,0,0.0,28.0,synthetic
VIS_01326,47,mature,Лекция,4,0,0.0,28.0,synthetic
VIS_01327,15,school,Выставка,1,0,0.0,7.0,synthetic
VIS_01328,41,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_01329,40,adult,Творческая встреча,4,0,0.0,28.0,synthetic
VIS_01330,33,adult,Лекция,1,1,5.0,37.0,synthetic
VIS_01331,50,mature,Лекция,5,2,5.0,70.0,synthetic
VIS_01332,18,young,Лекция,1,0,0.0,7.0,synthetic
VIS_01333,36,adult,Лекция,3,0,0.0,21.0,synthetic
VIS_01334,49,mature,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01335,38,adult,Лекция,3,0,0.0,21.0,synthetic
VIS_01336,35,adult,Лекция,3,2,2.5,43.5,synthetic
VIS_01337,35,adult,Концерт,2,0,0.0,14.0,synthetic
VIS_01338,20,young,Концерт,1,0,0.0,7.0,synthetic
VIS_01339,18,young,Лекция,1,1,2.0,22.0,synthetic
VIS_01340,44,adult,Выставка,2,1,3.0,34.0,synthetic
VIS_01341,37,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01342,33,adult,Выставка,1,0,0.0,7.0,synthetic
VIS_01343,21,young,Выставка,1,0,0.0,7.0,synthetic
VIS_01344,20,young,Мастер-класс,2,1,3.0,34.0,synthetic
VIS_01345,35,adult,Выставка,3,2,2.0,41.0,synthetic
VIS_01346,40,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01347,40,adult,Концерт,5,2,5.0,70.0,synthetic
VIS_01348,47,mature,Выставка,2,0,0.0,14.0,synthetic
VIS_01349,42,adult,Выставка,3,1,1.0,31.0,synthetic
VIS_01350,36,adult,Лекция,5,0,0.0,35.0,synthetic
VIS_01351,16,school,Выставка,1,1,5.0,37.0,synthetic
VIS_01352,34,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01353,43,adult,Выставка,3,2,4.5,53.5,synthetic
VIS_01354,22,young,Лекция,3,0,0.0,21.0,synthetic
VIS_01355,53,mature,Лекция,2,0,0.0,14.0,synthetic
VIS_01356,55,mature,Лекция,7,1,5.0,79.0,synthetic
VIS_01357,38,adult,Лекция,3,0,0.0,21.0,synthetic
VIS_01358,29,young,Творческая встреча,4,0,0.0,28.0,synthetic
VIS_01359,45,mature,Творческая встреча,3,2,4.5,53.5,synthetic
VIS_01360,16,school,Выставка,3,0,0.0,21.0,synthetic
VIS_01361,38,adult,Мастер-класс,1,1,5.0,37.0,synthetic
VIS_01362,44,adult,Выставка,3,0,0.0,21.0,synthetic
VIS_01363,42,adult,Творческая встреча,7,2,4.5,81.5,synthetic
VIS_01364,49,mature,Мастер-класс,2,0,0.0,14.0,synthetic
VIS_01365,25,young,Лекция,2,1,4.0,39.0,synthetic
VIS_01366,51,mature,Выставка,3,0,0.0,21.0,synthetic
VIS_01367,19,young,Мастер-класс,1,1,5.0,37.0,synthetic
VIS_01368,46,mature,Мастер-класс,2,0,0.0,14.0,synthetic
VIS_01369,48,mature,Концерт,1,0,0.0,7.0,synthetic
VIS_01370,55,mature,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01371,45,mature,Выставка,3,1,4.0,46.0,synthetic
VIS_01372,17,school,Концерт,1,1,3.0,27.0,synthetic
VIS_01373,40,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01374,23,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01375,48,mature,Лекция,13,2,5.0,100.0,synthetic
VIS_01376,47,mature,Выставка,3,0,0.0,21.0,synthetic
VIS_01377,34,adult,Мастер-класс,2,1,2.0,29.0,synthetic
VIS_01378,39,adult,Выставка,3,0,0.0,21.0,synthetic
VIS_01379,51,mature,Лекция,5,2,3.0,60.0,synthetic
VIS_01380,56,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01381,34,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_01382,24,young,Выставка,1,1,5.0,37.0,synthetic
VIS_01383,38,adult,Выставка,1,0,0.0,7.0,synthetic
VIS_01384,37,adult,Творческая встреча,4,1,5.0,58.0,synthetic
VIS_01385,26,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01386,38,adult,Концерт,2,1,1.0,24.0,synthetic
VIS_01387,30,adult,Выставка,4,0,0.0,28.0,synthetic
VIS_01388,36,adult,Выставка,5,0,0.0,35.0,synthetic
VIS_01389,36,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_01390,31,adult,Творческая встреча,3,0,0.0,21.0,synthetic
VIS_01391,52,mature,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01392,29,young,Выставка,3,0,0.0,21.0,synthetic
VIS_01393,41,adult,Лекция,8,1,4.0,81.0,synthetic
VIS_01394,20,young,Выставка,1,0,0.0,7.0,synthetic
VIS_01395,46,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_01396,36,adult,Лекция,2,1,3.0,34.0,synthetic
VIS_01397,42,adult,Концерт,3,1,4.0,46.0,synthetic
VIS_01398,38,adult,Выставка,2,1,5.0,44.0,synthetic
VIS_01399,23,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01400,30,adult,Лекция,3,1,5.0,51.0,synthetic
VIS_01401,44,adult,Выставка,3,0,0.0,21.0,synthetic
VIS_01402,26,young,Мастер-класс,3,0,0.0,21.0,synthetic
VIS_01403,23,young,Лекция,1,0,0.0,7.0,synthetic
VIS_01404,55,mature,Творческая встреча,5,1,4.0,60.0,synthetic
VIS_01405,28,young,Лекция,2,0,0.0,14.0,synthetic
VIS_01406,57,mature,Выставка,1,1,5.0,37.0,synthetic
VIS_01407,51,mature,Лекция,3,0,0.0,21.0,synthetic
VIS_01408,42,adult,Творческая встреча,4,0,0.0,28.0,synthetic
VIS_01409,20,young,Выставка,6,1,3.0,62.0,synthetic
VIS_01410,39,adult,Лекция,3,1,3.0,41.0,synthetic
VIS_01411,27,young,Творческая встреча,4,1,4.0,53.0,synthetic
VIS_01412,30,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01413,19,young,Выставка,1,1,4.0,32.0,synthetic
VIS_01414,47,mature,Выставка,2,1,5.0,44.0,synthetic
VIS_01415,40,adult,Лекция,9,2,4.5,95.5,synthetic
VIS_01416,30,adult,Концерт,6,1,3.0,62.0,synthetic
VIS_01417,46,mature,Мастер-класс,2,1,5.0,44.0,synthetic
VIS_01418,39,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_01419,57,mature,Выставка,5,1,5.0,65.0,synthetic
VIS_01420,26,young,Лекция,6,1,3.0,62.0,synthetic
VIS_01421,24,young,Лекция,1,0,0.0,7.0,synthetic
VIS_01422,24,young,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01423,47,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01424,41,adult,Лекция,4,1,3.0,48.0,synthetic
VIS_01425,58,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01426,34,adult,Лекция,6,1,3.0,62.0,synthetic
VIS_01427,30,adult,Мастер-класс,2,0,0.0,14.0,synthetic
VIS_01428,35,adult,Выставка,1,0,0.0,7.0,synthetic
VIS_01429,28,young,Лекция,4,0,0.0,28.0,synthetic
VIS_01430,37,adult,Концерт,4,0,0.0,28.0,synthetic
VIS_01431,38,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01432,47,mature,Творческая встреча,3,0,0.0,21.0,synthetic
VIS_01433,54,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01434,40,adult,Лекция,3,0,0.0,21.0,synthetic
VIS_01435,57,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_01436,40,adult,Выставка,5,0,0.0,35.0,synthetic
VIS_01437,50,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01438,29,young,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01439,34,adult,Лекция,3,1,5.0,51.0,synthetic
VIS_01440,48,mature,Лекция,15,3,4.0,100.0,synthetic
VIS_01441,53,mature,Лекция,1,1,4.0,32.0,synthetic
VIS_01442,44,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_01443,35,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_01444,31,adult,Выставка,2,0,0.0,14.0,synthetic
VIS_01445,32,adult,Концерт,6,0,0.0,42.0,synthetic
VIS_01446,47,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01447,58,mature,Лекция,5,0,0.0,35.0,synthetic
VIS_01448,53,mature,Концерт,1,0,0.0,7.0,synthetic
VIS_01449,24,young,Концерт,4,0,0.0,28.0,synthetic
VIS_01450,42,adult,Выставка,1,0,0.0,7.0,synthetic
VIS_01451,27,young,Лекция,2,0,0.0,14.0,synthetic
VIS_01452,26,young,Концерт,1,1,5.0,37.0,synthetic
VIS_01453,41,adult,Концерт,3,0,0.0,21.0,synthetic
VIS_01454,64,senior,Лекция,1,0,0.0,7.0,synthetic
VIS_01455,26,young,Творческая встреча,3,0,0.0,21.0,synthetic
VIS_01456,29,young,Концерт,2,0,0.0,14.0,synthetic
VIS_01457,30,adult,Концерт,3,0,0.0,21.0,synthetic
VIS_01458,18,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01459,40,adult,Концерт,1,0,0.0,7.0,synthetic
VIS_01460,27,young,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_01461,40,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01462,48,mature,Лекция,7,1,4.0,74.0,synthetic
VIS_01463,44,adult,Концерт,3,2,4.0,51.0,synthetic
VIS_01464,43,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_01465,56,mature,Лекция,1,1,4.0,32.0,synthetic
VIS_01466,42,adult,Выставка,4,0,0.0,28.0,synthetic
VIS_01467,37,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_01468,22,young,Выставка,7,3,5.0,89.0,synthetic
VIS_01469,63,senior,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_01470,43,adult,Выставка,14,2,4.0,100.0,synthetic
VIS_01471,55,mature,Лекция,1,0,0.0,7.0,synthetic
